Product_id,Stall_no,instock_date,Market_Category,Customer_name,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
RTRE3KKX6DHYNZBK,18.0,2015-11-20 15:40:57.000,451,Nihira,Yes,Hospitality,0,22,0,297.0,11,8289.0,11444.0,10148.914125
NKCE9ZYAD6P2SWT8,32.0,2015-11-18 09:56:01.000,211,Zamarion,Yes,Cosmetics,0,84,0,253.0,17,5176.0,7755.0,6632.585344
SNDEHFQA8YU6WANZ,9.0,2015-05-09 16:19:46.000,283,Bria,Yes,Educational,0,81,0,134.0,12,5673.0,9323.0,7530.9696
TOPE93YJPJDNW5EP,9.0,2015-05-07 13:12:49.000,236,Addilyn,Yes,Pet_care,0,8,0,130.0,8,1266.0,8600.0,5066.443305
SHIE3QDHGXSE3PYE,19.0,2015-08-15 19:16:49.000,358,Jadiel,Yes,Pet_care,3,80,0,153.0,6,9673.0,15573.0,12495.939675
BRAE2NF6S2ZYBQWQ,36.0,2015-08-21 21:48:23.000,23,Tahj,Yes,Hospitality,2,27,0,251.0,7,1077.0,2207.0,1889.414625
SGLEJFUHZSTHYJZF,25.0,2016-03-01 02:02:00.000,63,Jeancarlo,Yes,Pet_care,1,44,0,147.0,5,5824.0,8860.0,7444.716912
SHOE6XNZAFUF2SHZ,16.0,2015-09-22 15:22:39.000,3,Mona,Yes,Cosmetics,0,66,0,266.0,13,990.0,3013.0,2247.399
DKOEEY6F7TGXSD4X,35.0,2015-08-16 19:08:56.000,165,,Yes,Cosmetics,0,23,0,222.0,14,4818.0,7435.0,6341.1873
BRAE8TFHWYCTDUM3,17.0,2015-08-19 21:08:45.000,101,Roslyn,No ,Repair,0,19,0,,9,950.0,1580.0,1563.983586
BRAECBUGKYS92MSZ,33.0,2015-08-19 20:36:58.000,101,Konner,No ,Organic,0,85,0,104.0,9,1179.0,1753.0,1548.692992
ACCE6DZC4SANU636,29.0,2015-08-17 19:12:54.000,423,Otis,No ,Repair,0,12,0,280.0,8,4843.0,8913.0,7162.78365
NKCE5T3GVHYKZSDH,5.0,2015-11-19 03:54:47.000,14,Karisma,Yes,Child_care,0,61,0,323.0,14,5682.0,,7056.7299
PACE5VYXRZBQ3FVR,8.0,2015-09-26 17:23:34.000,451,Yuri,No ,Home_decor,0,45,0,262.0,13,4526.0,6800.0,5894.392896
TUNEBYH39YV2GFFT,25.0,2016-03-28 22:41:35.000,11,Madhav,Yes,Pet_care,3,85,1,166.0,7,558.0,1469.0,174.4822464
SHIEBZY34GZUFZQX,21.0,2015-08-15 22:15:41.000,443,Rivka,Yes,Technology,0,40,1,613.0,13,5658.0,8363.0,1119.13144125
ACCDXFPYAGWPT5WZ,40.0,2016-03-27 17:15:57.000,24,Emmelia,Yes,Educational,0,88,1,170.0,16,7236.0,9829.0,1288.595616
TOPE494XPFCSZA6H,27.0,2016-03-30 19:56:30.000,358,Kaedyn,Yes,Child_care,3,71,0,310.0,8,4293.0,19849.0,12266.7534
BRAE74BRUJV9K63H,23.0,2015-08-18 03:32:24.000,443,Neveah,Yes,Hospitality,0,34,1,339.0,5,5975.0,8226.0,1113.66635625
NKCEDE8GYSZDZG5M,23.0,2015-11-19 05:54:33.000,451,Jaxten,No ,Home_decor,0,31,0,222.0,13,6057.0,7466.0,6974.809275
TSHE4DNGZFWK6GYR,1.0,2016-03-29 23:55:13.000,211,Zadyn,Yes,Repair,0,15,0,260.0,8,497.0,7855.0,4438.896066
JEAEGE8RNMHJPFJW,37.0,2016-03-29 21:47:26.000,23,Ivyanna,No ,Technology,2,31,0,521.0,7,4306.0,13430.0,9371.721975
DRPEGXZUPDVVDCZV,24.0,2015-11-12 16:09:36.000,58,Nile,Yes,Fashion,1,55,0,374.0,17,3538.0,4756.0,4499.07048
SNDEHZPHCXP7ZTFA,36.0,2015-11-04 10:15:33.000,62,Arlen,Yes,Repair,0,71,1,251.0,1,1968.0,6703.0,681.159105
BRFEHS8Y72WAUKHZ,4.0,2015-09-16 06:51:09.000,58,Noam,No ,Educational,0,48,0,134.0,13,3218.0,4443.0,3944.075328
BBAEJKEBQGU5CPUT,38.0,2015-05-05 14:20:59.000,283,Jase,No ,Technology,0,82,1,470.0,9,2371.0,6303.0,711.243456
WSCEFUV4TVWT73ZB,3.0,2014-11-01 09:46:30.000,0,Henry,Yes,Child_care,0,27,0,289.0,16,2368.0,4231.0,-3584.79555
NKCE5QSZKK7Z4R2M,39.0,2015-09-25 14:22:59.000,55,Rudra,Yes,Fashion,0,31,0,374.0,16,1842.0,3179.0,2881.2987
SNDEBCQZHYXUYHPN,42.0,2016-03-28 21:48:55.000,58,Unity,Yes,Fashion,0,57,0,363.0,11,7425.0,10250.0,9151.274592
ACCDXFPYHYPFXGCY,5.0,2016-03-21 03:02:29.000,469,Zerenity,Yes,Cosmetics,0,46,0,252.0,13,7137.0,8866.0,8211.01104
ACCEAZCV9RKUAMHA,41.0,2015-08-17 20:12:54.000,350,Javon,Yes,Pet_care,3,69,0,158.0,10,6646.0,9290.0,8052.6303
FABE87A83EKNGXVN,30.0,2015-09-26 17:29:07.000,469,Verity,No ,Technology,0,14,0,477.0,8,3557.0,4742.0,4629.357018
SBEEH3QGU7MFYJFY,14.0,2014-02-21 06:07:06.000,1,Noah,No ,Pet_care,0,41,1,136.0,3,3574.0,4756.0,641.20734
TOPEDQDFYDDZWY58,46.0,2016-03-30 02:22:08.000,27,Eily,Yes,Educational,0,60,0,111.0,10,6659.0,9900.0,8209.80745
LJGED28UYTZQGQQG,28.0,2015-05-07 14:11:55.000,55,Lana,Yes,Repair,0,63,0,258.0,2,4440.0,6490.0,5666.8491
PCSE93H4FSGSJHU6,43.0,2016-03-16 01:10:02.000,320,Henrry,No ,Child_care,0,87,0,260.0,11,8257.0,15501.0,11977.080192
TSHE4DNGWNY3TE4B,23.0,2016-03-29 23:55:26.000,358,Aamina,Yes,Home_decor,3,52,0,258.0,13,2120.0,15949.0,9244.692864
ACCE8TZFCREV9NK5,20.0,2015-10-20 22:11:47.000,358,Saeed,No ,Home_decor,3,27,0,258.0,14,2486.0,14677.0,8829.381225
NKCEFGFUSZQCGUYN,31.0,2015-11-01 14:57:15.000,447,Britta,No ,Child_care,0,12,0,326.0,7,1587.0,4420.0,3331.26684
BRAEGJFZYEW2BMFJ,14.0,2016-03-29 21:55:43.000,38,Khalessi,Yes,Educational,3,49,0,152.0,12,4198.0,8015.0,6225.728688
NKCECW7BSTZBHH6R,2.0,2015-09-24 17:26:11.000,268,Tyrus,Yes,Hospitality,2,28,,340.0,9,945.0,2956.0,
SHIEBZB4JHGWHX5Z,27.0,2015-09-23 17:32:44.000,441,Jamarcus,No ,Home_decor,0,80,0,241.0,12,3020.0,4383.0,3858.13385
DRPEHYHNHVKHZCZG,43.0,2015-11-12 17:05:16.000,451,Revan,Yes,Technology,0,87,0,458.0,13,4724.0,6418.0,5949.318144
BKPEHD443RRF8PN3,9.0,2015-05-09 16:20:00.000,165,Deandre,Yes,Repair,0,93,0,258.0,9,3662.0,5596.0,4820.737152
BOTEJRZF6THZAYNT,49.0,2015-05-09 16:20:59.000,11,Talon,Yes,Pet_care,3,77,0,183.0,10,567.0,1309.0,1110.7206
DKOECHX36VQW47UN,22.0,2015-08-17 20:20:13.000,423,Anniston,Yes,Organic,0,6,0,101.0,6,5509.0,9435.0,7576.722252
TSHEDB4N3EGFZHWF,12.0,2016-03-30 20:55:43.000,358,Amadeo,No ,Organic,3,21,0,105.0,8,2945.0,8553.0,5843.9535
BNGEB467ZXZZ4HWS,24.0,2015-09-26 15:22:19.000,58,Luci,Yes,Technology,1,39,0,646.0,10,3251.0,4273.0,4400.7306
ACCEJGYYMTQR4JXY,10.0,2015-05-05 14:13:25.000,14,Jordyn,Yes,Cosmetics,0,80,0,248.0,15,3278.0,4593.0,4095.1385
TOPEDHATHJRHTNMP,13.0,2015-05-06 13:09:55.000,235,Alexandria,No ,Technology,2,64,0,587.0,10,3166.0,5807.0,5027.2101
NKCEBFWTSJSWQVJ2,29.0,2015-11-17 03:56:45.000,55,Itzae,Yes,Cosmetics,0,95,0,214.0,12,4100.0,5368.0,4882.347008
BLAE6DPHGJXV84EH,21.0,2015-08-16 19:19:21.000,85,Duncan,Yes,Home_decor,2,89,1,240.0,15,1805.0,2627.0,363.5858688
ACCEHZF95ZRCKACD,7.0,2015-05-09 17:19:45.000,358,Linda,Yes,Cosmetics,3,31,0,,,9483.0,13644.0,11761.213275
CRTECN2QXXNYW7QY,12.0,2015-09-23 16:25:12.000,3,Josephina,Yes,Fashion,0,32,0,369.0,14,1247.0,,2632.572075
PCSEBAGCPVDXVN7G,20.0,2016-03-28 20:49:33.000,230,Breya,Yes,Cosmetics,1,76,0,247.0,14,8227.0,10814.0,9683.0217
TOPDQAUYZKH2GDTM,5.0,2015-08-22 19:48:23.000,14,Annistyn,Yes,Pet_care,0,51,0,155.0,7,3339.0,4327.0,3965.139648
SHOE9T33EJDNTZ68,32.0,2015-09-22 14:26:36.000,451,Chiara,No ,Pet_care,0,73,0,158.0,2,4795.0,6572.0,5784.2136
CRTECN2QWPZM7GRF,43.0,2015-09-23 17:23:15.000,111,Avalee,Yes,Home_decor,1,86,0,210.0,14,1129.0,3142.0,2314.671744
NKCE8BG8TGGG3HV5,34.0,2015-11-14 15:05:12.000,65,Sora,Yes,Repair,2,68,0,266.0,7,3271.0,5304.0,4510.935
MUGE9RHN8PQP28CJ,17.0,2015-09-22 17:25:21.000,23,Mauro,Yes,Child_care,1,70,0,295.0,16,2710.0,5516.0,4370.4342
BRAEDSKCPTZTAU8H,50.0,2015-08-21 19:36:19.000,103,Noble,Yes,Child_care,1,17,0,328.0,,3790.0,6945.0,5699.759967
NKCE3H9T7EKKXHG3,45.0,2015-10-17 22:09:55.000,0,Esmae,No ,Cosmetics,0,45,1,230.0,17,1546.0,3162.0,385.71552
NKCEAX7HUGVMK8RZ,12.0,2015-11-21 06:56:48.000,165,Rosella,Yes,Child_care,0,52,0,263.0,13,3514.0,5021.0,4507.01928
RTRE9WHYCSYHZKDM,19.0,2015-11-20 03:56:39.000,24,Bliss,No ,Pet_care,0,75,0,104.0,9,8262.0,,9766.1322
BRAEDTP5YKZBKWKH,5.0,2015-08-20 18:36:10.000,110,Maribel,Yes,Repair,0,77,0,258.0,4,710.0,999.0,1101.7116
YSPEGGA5JKZFHP97,42.0,2016-03-29 22:03:11.000,83,Mianna,Yes,Repair,1,87,0,259.0,1,4480.0,9795.0,7290.690176
NKCEA5FHCBGVS9XG,40.0,2015-11-15 08:27:10.000,443,Demetria,Yes,Repair,0,93,0,202.0,1,5708.0,7571.0,6743.632896
PCSE4Q73ZVYGCYMF,43.0,2016-03-28 20:56:37.000,83,Halina,Yes,Cosmetics,0,89,1,271.0,12,2284.0,14031.0,1247.5167936
TOPECWG8VERZQNGA,16.0,2015-05-05 21:57:47.000,14,Israel,No ,Educational,0,7,1,173.0,7,3295.0,4992.0,647.845209
INKDYVCR6P5Y9JDF,36.0,2015-08-17 23:08:06.000,447,Damari,Yes,Child_care,0,75,1,267.0,10,5231.0,8004.0,1023.33132
TSHEGHHNH8AEGG7V,28.0,2015-08-23 20:36:19.000,58,Eliel,No ,Cosmetics,0,12,0,212.0,12,3645.0,4612.0,4345.015455
PCSE4VAVKNSGYRN7,1.0,2016-03-16 11:40:11.000,93,Josiyah,Yes,Child_care,2,48,1,273.0,6,4535.0,7531.0,940.3857648
ACCEJ6TEWH4WGYNF,18.0,2016-02-29 01:09:31.000,275,Eyden,No ,Repair,0,79,0,254.0,5,4489.0,5929.0,5410.944
LJGEJUG4GHSHHQ9A,34.0,2015-05-09 16:20:59.000,358,Madden,Yes,Repair,3,43,0,257.0,9,4505.0,14923.0,9915.869664
CCVEFVXGHKNCVZ5A,2.0,2016-03-29 22:52:39.000,131,Xia,No ,Fashion,0,74,0,363.0,12,2085.0,6513.0,4620.4884
HLMEJP6GND3GQESW,8.0,2015-07-22 03:15:12.000,447,Callan,Yes,Home_decor,0,46,1,287.0,10,4568.0,6014.0,832.1335416
CRTECN2QUPEM5TEE,11.0,2015-09-23 15:31:31.000,452,Aubry,Yes,Technology,0,72,0,468.0,6,3067.0,4426.0,4174.5825
SUDEGGAWF8KYYB83,38.0,2016-03-29 21:17:08.000,186,Erielle,Yes,Child_care,0,17,0,274.0,14,4487.0,8784.0,6918.098121
WATDXFGTKC3HBKWM,7.0,2016-03-24 06:42:25.000,24,Kirill,Yes,Technology,0,72,0,585.0,7,6559.0,9493.0,8530.4538
SHOEHYEZ73SMT8HR,28.0,2015-08-23 18:36:34.000,23,Betsy,Yes,Pet_care,1,68,0,165.0,1,3582.0,5581.0,4699.4904
PPSEGFYAGD8FYUXV,16.0,2014-11-01 10:46:30.000,1,Madison,Yes,Organic,0,47,0,133.0,5,5230.0,7878.0,6647.462208
SHIECV5BYUZEQJT7,39.0,2015-11-14 18:00:53.000,452,Ahna,Yes,Technology,0,56,0,507.0,16,4139.0,5638.0,5368.738752
MUGEACY8DDVJ8QAD,30.0,2015-09-22 17:22:59.000,451,Maximillian,Yes,Fashion,0,53,0,,17,4627.0,,5512.304016
TROEGJZZFZ4QJBAW,30.0,2015-08-23 20:36:19.000,205,Emmit,Yes,Hospitality,0,9,0,259.0,13,,3224.0,2939.186052
ACCDQDYBHJGAG4NQ,22.0,2016-03-27 20:17:41.000,60,Jaleigh,Yes,Educational,3,17,0,148.0,17,247.0,1337.0,941.255865
PCSDYQEWHCZUKEZA,33.0,2016-03-19 17:25:25.000,358,Kady,Yes,Fashion,3,1,0,379.0,14,6796.0,12106.0,9842.245677
BRAEDQFRK3PYUHSZ,36.0,2015-08-19 20:36:19.000,63,Bellamy,No ,Repair,1,61,0,283.0,3,2006.0,11705.0,7069.1544
CRTECN2QYMZVFQMR,36.0,2015-09-26 14:20:35.000,14,Azlyn,No ,Organic,0,91,0,130.0,8,3724.0,4529.0,4198.45888
WATDZDGRHWMT3DH8,23.0,2016-03-28 21:40:07.000,24,Saba,Yes,Child_care,0,76,0,314.0,11,7017.0,10671.0,9076.0527
TOPEDZ8BFNBWQYGT,8.0,2015-05-07 15:10:20.000,441,Daphne,No ,Cosmetics,2,80,0,208.0,14,3617.0,5321.0,4577.88665
NKCEDCT9AQ6WHDS7,47.0,2016-02-06 01:18:43.000,199,Stevie,Yes,Cosmetics,0,5,0,252.0,17,4071.0,7530.0,6061.753764
NKCE3JRM9JFFFGEG,30.0,2016-01-04 05:18:00.000,73,Koltin,No ,Cosmetics,0,66,0,292.0,17,2231.0,3321.0,3041.9928
TLPEG6GSDFSCZPF2,26.0,2015-11-13 14:05:16.000,443,,Yes,Pet_care,0,65,0,157.0,7,4871.0,6745.0,5909.3793
TSHEBSFAYNFJY6ZY,2.0,2016-03-30 21:02:09.000,255,Edwardo,No ,Home_decor,2,32,0,280.0,10,124.0,604.0,642.7491
SHIEAT33F8AZFEFS,24.0,2015-09-23 15:25:12.000,13,Constantine,Yes,Pet_care,3,28,0,188.0,7,365.0,2127.0,1431.282825
MTYEGYZZDG269NCS,20.0,2016-03-10 00:18:06.000,24,Ikaika,Yes,Fashion,0,49,0,357.0,17,5764.0,7916.0,7162.494768
WATE34FM4B65YDDE,4.0,2016-03-27 19:10:55.000,0,Franki,Yes,Child_care,0,43,1,342.0,9,8648.0,12706.0,1643.7040344
CPCEH2BTCQSH457P,33.0,2015-09-08 01:42:28.000,3,Kingsley,No ,Repair,0,68,0,205.0,8,1693.0,2929.0,2492.6715
MUGEAGGKHSCYMGZG,7.0,2015-09-22 16:18:42.000,23,,No ,Organic,1,57,0,139.0,9,2587.0,4660.0,3741.659136
PCSEE2FEGTHTUGRD,23.0,2016-03-18 00:55:13.000,320,Aneesa,Yes,Cosmetics,0,38,0,233.0,14,2202.0,15805.0,9225.97725
CRTECN2QXZ3GQWH8,46.0,2015-09-23 14:25:21.000,447,Arrow,Yes,Hospitality,0,23,0,325.0,9,2630.0,,3526.551525
BRAE4A6VTDX9SC2C,31.0,2015-08-19 19:36:10.000,423,Garrison,Yes,Organic,0,34,0,142.0,5,3291.0,8577.0,6063.772575
CAGE8X8XXY7YGMFM,24.0,2016-01-05 04:09:16.000,192,Leighla,Yes,Child_care,0,69,1,260.0,7,2219.0,6851.0,712.528245
RNGEAXGWCT4VVTWR,45.0,2015-05-07 15:20:59.000,407,Gunnar,No ,Home_decor,0,86,0,208.0,11,,4378.0,3375.709568
SHIEHXZEWWACSXRQ,26.0,2015-11-12 15:20:20.000,62,Kaizen,Yes,Child_care,0,70,,290.0,7,2895.0,12275.0,7801.5069
SKIE2T2YHZFNXCDH,31.0,2016-03-30 00:04:22.000,116,Breeze,Yes,Hospitality,0,71,0,284.0,11,3354.0,4345.0,4096.3527
SHIE7ZWA4HYWCZS4,12.0,2015-09-25 16:23:34.000,58,Virgil,No ,Educational,1,28,0,122.0,15,2745.0,4082.0,3531.76845
RNGDTBQUQD5V3PMY,11.0,2015-05-07 15:12:57.000,358,Carly,No ,Hospitality,3,47,0,242.0,6,3781.0,13928.0,9043.558416
SFFEH2FGDBS7DMQK,43.0,2016-03-29 21:55:43.000,97,Kemora,Yes,Educational,0,76,0,146.0,16,2552.0,6943.0,4852.089
SHIEBCQZGGHHX6RE,29.0,2015-11-02 12:52:23.000,14,Jahzara,No ,Fashion,0,82,0,398.0,17,3589.0,5164.0,4713.080064
PCSEAH5WEMVJMB3D,49.0,2016-03-16 16:24:03.000,24,Kaige,No ,Cosmetics,0,7,0,235.0,16,5563.0,7986.0,7019.637966
BRAECFAQRHZFSURE,4.0,2015-08-21 21:48:33.000,55,Cambree,Yes,Home_decor,0,97,0,253.0,16,838.0,2685.0,1988.270592
TOPE7ZHYBZVK5MGY,50.0,2015-05-07 15:10:20.000,447,Noel,No ,Hospitality,0,94,0,282.0,9,3220.0,4545.0,4107.970944
LJGEATZRMUMFTZZH,10.0,2016-03-30 20:48:01.000,115,Tasia,No ,Organic,0,78,0,112.0,5,3170.0,4319.0,3819.7863
NKCE7PZPZZGDSGBE,19.0,2015-09-25 15:26:36.000,162,Amaryllis,No ,Repair,1,65,0,267.0,1,4224.0,5782.0,5217.795
ACCE6CRF92JBR2HT,33.0,2015-08-16 22:25:22.000,14,Ireland,No ,Pet_care,0,90,0,130.0,2,4431.0,,5398.200192
SWSEDXEYHWHW5UF4,12.0,2016-03-30 00:30:04.000,37,Casandra,No ,Educational,2,86,0,131.0,17,7426.0,10131.0,8795.908352
SHIEC89JFZXDEF6Z,37.0,2015-09-25 17:23:13.000,3,Lenore,Yes,Repair,0,18,0,225.0,8,2303.0,3486.0,3121.507818
TLPECJY7GHNHFKMZ,13.0,2015-11-13 01:32:23.000,24,Kameron,Yes,Organic,0,97,1,113.0,5,4272.0,5930.0,771.214752
MUGEB7J7TTV5URK4,3.0,2015-09-22 17:30:05.000,113,Aminata,Yes,Technology,0,46,0,465.0,7,1491.0,3778.0,3081.491424
CRTECN2QYU3XZ9GY,19.0,2015-09-23 17:24:08.000,100,Juno,No ,Educational,0,66,0,127.0,6,1169.0,2825.0,2103.948
MNKE7VFJG9PCYHRU,9.0,2015-09-22 15:24:59.000,74,Aleeah,Yes,Home_decor,0,16,0,263.0,10,2847.0,,3655.024461
SHIECGFT7U8W3ZQN,11.0,2015-11-01 11:57:15.000,3,Averee,No ,Fashion,0,19,0,379.0,13,2837.0,4190.0,3896.680293
MATEHFNNMZUFNXP3,30.0,2016-03-08 10:16:37.000,57,Joslin,Yes,Child_care,0,2,0,255.0,16,5110.0,8108.0,6873.882543
BRAEA5MZ4C3JY6KE,11.0,2015-08-19 19:36:36.000,24,Britney,Yes,Pet_care,0,1,0,169.0,10,6425.0,8983.0,7879.91193
NKCECZFZGZBQKCRD,21.0,2016-02-20 18:27:52.000,57,Elie,Yes,Fashion,0,12,0,372.0,11,2812.0,8121.0,5843.925549
RNGEDAK9ZKYRNXNA,21.0,2015-08-15 23:20:13.000,443,Ronnie,Yes,Home_decor,0,94,0,250.0,10,5692.0,8117.0,7058.27584
BRAE5PKZGT7AMYZJ,12.0,2015-08-20 21:33:35.000,70,Smith,No ,Home_decor,2,89,0,265.0,14,1419.0,4248.0,3057.794432
BRAE74BRVJGNHFYY,23.0,2015-08-21 20:36:21.000,268,Brennen,Yes,Organic,2,5,0,147.0,9,786.0,1934.0,1508.069178
LJGEHWCZAHHC6GME,28.0,2015-08-17 22:25:22.000,58,August,Yes,Child_care,0,86,0,273.0,15,5497.0,7865.0,6863.738112
PBXE94SPXBWTREHR,6.0,2015-11-19 05:56:06.000,451,Matix,Yes,Home_decor,0,84,0,217.0,15,5801.0,7990.0,7020.271104
TOPE8VYAVY9ESVJ6,11.0,2015-05-05 17:12:57.000,9,Callie,Yes,Cosmetics,3,12,0,297.0,14,5031.0,13343.0,9495.910314
SHTE6YYZTJU2UUG3,5.0,2015-08-15 23:12:45.000,444,Jewel,Yes,Repair,1,69,1,216.0,5,5934.0,8806.0,1127.06748
SHIEBMJJEU2PJKCV,42.0,2015-09-24 15:23:13.000,24,Ocean,No ,Home_decor,0,36,0,288.0,12,3771.0,4675.0,4504.779825
NKCECGVBP95YTKNA,9.0,2015-11-19 06:56:10.000,452,Kalise,Yes,Pet_care,0,50,0,127.0,5,6107.0,8361.0,7317.486432
LJGEA3HF99BWZBFA,5.0,2016-03-29 23:51:49.000,3,Salih,Yes,Child_care,0,47,0,330.0,7,4106.0,5371.0,5039.360352
MUGE5HG8G63YKHFB,16.0,2015-09-22 17:28:21.000,146,Eithan,Yes,Repair,2,68,0,250.0,5,,,2079.9207
ETHEGHXTG55TQKX5,20.0,2016-03-07 22:12:22.000,204,Aashna,No ,Cosmetics,0,60,0,252.0,15,4237.0,6587.0,5544.4973
BRAE3TSHYZTHHE2F,25.0,2015-08-19 19:08:07.000,452,Ira,Yes,Technology,0,30,0,642.0,,6251.0,8802.0,8157.086175
PBXE7NYSMCFFTRG3,42.0,2015-11-18 04:54:05.000,103,Kristofer,Yes,Cosmetics,0,66,0,253.0,14,10560.0,16382.0,13605.4314
NKCEFH7VWH8UE5AD,34.0,2016-01-07 05:09:20.000,452,Vansh,Yes,Home_decor,0,58,1,253.0,10,3625.0,5198.0,695.8543464
SHIE8BUQYZXJKKZM,2.0,2015-09-23 21:09:44.000,23,Aja,No ,Cosmetics,2,12,1,274.0,12,1168.0,4122.0,438.28166745
SHOEHYEX8J32HYWR,26.0,2015-08-23 18:36:19.000,367,,Yes,Cosmetics,0,78,0,204.0,15,2592.0,,3657.2877
BRAEFR6JZYHZNSGG,18.0,2015-08-20 18:36:19.000,114,Salem,Yes,Pet_care,0,21,0,174.0,10,840.0,3524.0,2352.28455
MATEB88TF9EUTHYR,46.0,2015-05-07 14:11:55.000,73,Blakely,Yes,Home_decor,0,5,0,221.0,17,2843.0,4289.0,3792.680694
SOCEGMXG4JPEFDVC,7.0,2016-02-22 00:31:34.000,24,Mailyn,No ,Child_care,0,99,0,257.0,7,4573.0,6063.0,5498.386432
RNGDUZU5QVRZMSVB,35.0,2015-05-07 15:11:11.000,55,Kyleigh,No ,Home_decor,0,30,0,258.0,15,4460.0,6441.0,5702.3883
WATDXB5HPZFBCDG4,1.0,2016-03-28 21:57:47.000,83,Daymian,Yes,Cosmetics,0,5,0,247.0,14,1833.0,9337.0,5839.236018
CRTEB774VG87VGWC,9.0,2015-09-23 17:22:14.000,13,Shalom,Yes,Technology,3,5,0,640.0,9,312.0,2102.0,1847.905191
NKCE49ATZKM7MGZA,3.0,2016-01-24 20:30:05.000,268,Wayde,Yes,Cosmetics,0,16,0,287.0,15,1506.0,3896.0,2991.750795
BRAEBBYRUYDHCZNG,6.0,2015-08-21 18:36:19.000,79,Lela,Yes,Educational,0,24,0,100.0,5,1317.0,1907.0,1708.527975
